Transaction_ID,Customer_ID,Transaction_Type,Amount_Spent,Frequency,Payment_Method,Merchant_Category,Location
1148,198,Fuel,1099.3487892032354,18,Debit Card,Online Marketplace,Suburban
1149,224,Ride Sharing,682.5994052643986,16,Net Banking,Local Vendors,Urban
1150,340,Flights,1145.4457088104307,27,Credit Card,Retail Store,Suburban
1151,254,Fuel,62.930477399965696,13,Net Banking,Online Marketplace,Rural
1152,109,Dining,1247.0936002610829,2,UPI,Local Vendors,Urban
1153,306,Online Shopping,678.0358854599484,23,Cash,Local Vendors,Urban
1154,500,Flights,695.3858019797088,21,Net Banking,Online Marketplace,Urban
1155,277,Flights,39.26926886236336,20,UPI,Supermarket,Urban
1156,329,Electricity,965.4632508305497,6,Cash,Luxury Goods,Rural
1157,198,Flights,943.9239985024053,1,Net Banking,Local Vendors,Urban
1158,349,Dining,903.4655785326272,28,Cash,Luxury Goods,Urban
1159,382,Fuel,452.1295070383772,23,Credit Card,Luxury Goods,Rural
1160,387,Flights,343.6738012500809,10,UPI,Retail Store,Urban
1161,75,Ride Sharing,1738.011898157177,22,Cash,Local Vendors,Rural
1162,4,Hotel Stay,195.77176037532243,11,UPI,Local Vendors,Suburban
1163,380,Ride Sharing,850.8288940403096,4,UPI,Luxury Goods,Suburban
1164,246,Ride Sharing,1933.4037421013818,9,Credit Card,Luxury Goods,Urban
1165,393,Groceries,1577.6308776993465,22,Net Banking,Online Marketplace,Suburban
1166,160,Online Shopping,1644.0762303457313,4,Credit Card,Fuel Station,Rural
1167,198,Online Shopping,1845.2678913756204,5,Debit Card,Local Vendors,Suburban
1168,69,Flights,393.1493015408026,21,Credit Card,Fuel Station,Rural
1169,468,Public Transport,1389.1131215567475,29,UPI,Luxury Goods,Suburban
1170,138,Groceries,1582.2669372631667,6,Credit Card,Luxury Goods,Suburban
1171,299,Ride Sharing,822.5890721732159,17,Cash,Online Marketplace,Suburban
1172,408,Fuel,826.3932130808122,25,Debit Card,Online Marketplace,Urban
1173,118,Online Shopping,304.74281581237926,12,UPI,Supermarket,Suburban
1174,499,Ride Sharing,1043.2743810212694,28,UPI,Fuel Station,Suburban
1175,133,Flights,614.7565015609346,13,Credit Card,Luxury Goods,Rural
1176,114,Ride Sharing,925.5045663347566,28,Debit Card,Retail Store,Rural
1177,441,Dining,1583.297298650548,9,Debit Card,Local Vendors,Suburban
1178,468,Groceries,1923.6395957645223,4,UPI,Luxury Goods,Urban
1179,263,Dining,64.77142331124871,27,Credit Card,Luxury Goods,Urban
1180,105,Electricity,1696.8490364278398,7,Net Banking,Online Marketplace,Urban
1181,306,Groceries,232.78389591608686,23,Net Banking,Luxury Goods,Suburban
1182,192,Ride Sharing,1187.3744518118558,22,Cash,Fuel Station,Suburban
1183,448,Groceries,1223.2964695949543,14,UPI,Online Marketplace,Rural
1184,247,Dining,1967.9435277970163,17,Net Banking,Luxury Goods,Urban
1185,428,Ride Sharing,1651.4317553674282,12,UPI,Local Vendors,Suburban
1186,184,Fuel,1199.3073585545728,4,Net Banking,Supermarket,Urban
1187,106,Public Transport,1728.079298475148,4,UPI,Fuel Station,Urban
1188,115,Dining,995.0556575166054,18,UPI,Retail Store,Rural
1189,286,Fuel,261.0369194924652,28,Credit Card,Local Vendors,Suburban
1190,34,Public Transport,1196.0428679408062,18,Net Banking,Luxury Goods,Suburban
1191,66,Hotel Stay,1308.2714500411464,1,Debit Card,Retail Store,Rural
1192,449,Public Transport,802.6564617185966,28,Debit Card,Retail Store,Suburban
1193,472,Groceries,979.1696827806313,28,Credit Card,Online Marketplace,Rural
1194,326,Electricity,1170.335735588919,3,UPI,Luxury Goods,Suburban
1195,383,Ride Sharing,1875.4788714744382,4,Debit Card,Retail Store,Rural
1196,391,Dining,181.73563138137206,5,Cash,Fuel Station,Suburban
1197,174,Electricity,1121.0996318372147,2,Credit Card,Online Marketplace,Urban
1198,273,Ride Sharing,609.0015740453812,7,Credit Card,Luxury Goods,Suburban
1199,77,Ride Sharing,11.202529851714392,27,Debit Card,Supermarket,Suburban
1200,414,Dining,1538.845116259679,14,Debit Card,Fuel Station,Urban
1201,127,Online Shopping,1340.3460410388222,28,Cash,Retail Store,Suburban
1202,271,Hotel Stay,1085.893866060652,22,Net Banking,Supermarket,Suburban
1203,429,Online Shopping,98.50822658172692,18,Debit Card,Local Vendors,Rural
1204,469,Flights,920.8187780535093,10,Cash,Supermarket,Rural
1205,3,Hotel Stay,1654.504943222734,5,UPI,Online Marketplace,Suburban
1206,170,Dining,343.3871226614376,22,Credit Card,Online Marketplace,Suburban
1207,468,Groceries,513.5209136316171,13,Debit Card,Fuel Station,Urban
1208,224,Public Transport,972.746388474793,3,UPI,Luxury Goods,Urban
1209,175,Electricity,675.9313727276649,4,Debit Card,Retail Store,Rural
1210,454,Flights,595.7885430476618,7,Cash,Online Marketplace,Suburban
1211,148,Electricity,1149.601007364359,29,Cash,Supermarket,Urban
1212,202,Public Transport,851.3075815774424,5,Credit Card,Supermarket,Suburban
1213,178,Dining,1787.7443046397955,21,Credit Card,Supermarket,Suburban
1214,260,Electricity,1600.490634563122,16,Debit Card,Online Marketplace,Rural
1215,396,Dining,1407.2210228978686,4,Cash,Luxury Goods,Urban
1216,41,Hotel Stay,1120.9369422456148,16,Debit Card,Online Marketplace,Urban
1217,54,Public Transport,1974.6524089163902,15,Debit Card,Retail Store,Suburban
1218,292,Public Transport,685.7932962582513,14,Cash,Fuel Station,Rural
1219,101,Flights,1404.0983244090198,8,Cash,Retail Store,Suburban
1220,384,Dining,864.2198602018357,2,Credit Card,Retail Store,Suburban
1221,86,Hotel Stay,179.7879913914637,17,Cash,Supermarket,Rural
1222,53,Ride Sharing,77.54888062737515,23,Cash,Supermarket,Suburban
1223,57,Dining,717.2071759234058,3,Credit Card,Online Marketplace,Rural
1224,55,Online Shopping,1716.425656691593,12,Net Banking,Local Vendors,Urban
1225,95,Flights,847.2418128942736,15,Cash,Local Vendors,Rural
1226,360,Online Shopping,1142.3237844432933,1,Net Banking,Luxury Goods,Rural
1227,189,Groceries,1021.2482571307239,5,Cash,Online Marketplace,Urban
1228,179,Electricity,1161.6097658707074,26,Credit Card,Retail Store,Rural
1229,60,Groceries,1806.2331329305653,14,Debit Card,Retail Store,Rural
1230,190,Hotel Stay,1982.0731444398423,25,Net Banking,Fuel Station,Urban
1231,306,Ride Sharing,498.76788976685407,9,Net Banking,Local Vendors,Urban
1232,44,Dining,1125.119203595442,15,Cash,Luxury Goods,Rural
1233,325,Flights,452.5731979291102,18,Cash,Supermarket,Suburban
1234,30,Ride Sharing,194.23457793420258,14,Cash,Fuel Station,Rural
1235,134,Online Shopping,300.8099544825117,3,Net Banking,Fuel Station,Urban
1236,343,Ride Sharing,1126.0487729360686,11,UPI,Luxury Goods,Rural
1237,281,Fuel,795.9796167479728,9,Cash,Fuel Station,Suburban
1238,207,Dining,1467.6121387107055,20,UPI,Local Vendors,Rural
1239,276,Ride Sharing,138.3900316545791,15,Credit Card,Supermarket,Rural
1240,229,Flights,230.1061283967701,3,UPI,Online Marketplace,Suburban
1241,499,Online Shopping,1548.9830617974987,26,Credit Card,Retail Store,Rural
1242,222,Ride Sharing,829.0410274069181,4,Debit Card,Supermarket,Suburban
1243,471,Electricity,1388.0892689967247,24,Net Banking,Online Marketplace,Rural
1244,141,Groceries,951.2776471436547,16,Debit Card,Fuel Station,Urban
1245,96,Ride Sharing,170.66622933314162,21,Debit Card,Luxury Goods,Urban
1246,222,Public Transport,1551.6329642707854,9,Credit Card,Retail Store,Rural
1247,436,Online Shopping,1060.0435188998729,2,Net Banking,Local Vendors,Rural
1248,105,Dining,1400.454562358051,29,UPI,Local Vendors,Suburban
1249,434,Electricity,1090.2359592317732,6,Cash,Supermarket,Suburban
1250,397,Ride Sharing,765.7730619155418,21,Debit Card,Online Marketplace,Urban
1251,63,Fuel,694.5979609888743,11,Credit Card,Local Vendors,Rural
1252,40,Groceries,1193.7743642967112,23,Credit Card,Retail Store,Urban
1253,430,Public Transport,299.6760432614703,22,Cash,Luxury Goods,Urban
1254,58,Flights,1848.5484678637201,1,Net Banking,Local Vendors,Urban
1255,407,Hotel Stay,1744.663682790933,9,Credit Card,Local Vendors,Rural
1256,233,Electricity,1977.2211144832677,27,Net Banking,Retail Store,Suburban
1257,259,Fuel,1355.629991785967,25,Cash,Supermarket,Rural
1258,249,Online Shopping,912.6627592355462,19,Debit Card,Supermarket,Suburban
1259,100,Public Transport,467.6933555356016,16,Net Banking,Fuel Station,Rural
1260,352,Groceries,33.76117630081863,27,Cash,Luxury Goods,Rural
1261,433,Electricity,982.1646472880557,3,Net Banking,Fuel Station,Rural
1262,211,Groceries,1722.95249845197,12,Net Banking,Fuel Station,Suburban
1263,14,Hotel Stay,347.5929761208117,26,Credit Card,Supermarket,Rural
1264,439,Dining,1641.610055423145,9,UPI,Local Vendors,Suburban
1265,32,Fuel,1700.163350414091,26,UPI,Supermarket,Urban
1266,311,Hotel Stay,661.010880906309,3,Cash,Fuel Station,Urban
1267,56,Online Shopping,1528.1663295568962,3,UPI,Supermarket,Suburban
1268,208,Electricity,276.87755225224623,19,Debit Card,Online Marketplace,Rural
1269,471,Electricity,94.70929797402252,23,Credit Card,Online Marketplace,Urban
1270,400,Public Transport,1629.6350810984702,17,Debit Card,Supermarket,Rural
1271,433,Online Shopping,349.27338774517426,11,UPI,Retail Store,Urban
1272,497,Fuel,1351.1344515492447,13,Credit Card,Fuel Station,Rural
1273,336,Electricity,608.5988781604059,10,Debit Card,Supermarket,Rural
1274,30,Flights,1670.4890852600417,12,Net Banking,Fuel Station,Rural
1275,337,Online Shopping,1801.881016823426,26,Net Banking,Retail Store,Urban
1276,395,Hotel Stay,1383.7889396587125,18,Debit Card,Supermarket,Rural
1277,460,Public Transport,164.86965527818424,16,Cash,Luxury Goods,Suburban
1278,340,Dining,348.37691080070715,11,Cash,Fuel Station,Suburban
1279,68,Fuel,771.415903126583,8,UPI,Supermarket,Rural
1280,447,Electricity,808.0413138256423,25,UPI,Local Vendors,Suburban
1281,297,Ride Sharing,1538.3371231960823,19,UPI,Retail Store,Urban
1282,283,Online Shopping,1782.5803833414077,10,Credit Card,Retail Store,Urban
1283,233,Dining,1267.3217721072922,25,Net Banking,Local Vendors,Rural
1284,256,Online Shopping,712.4807118943266,5,UPI,Fuel Station,Rural
1285,260,Flights,189.17679007281035,8,Cash,Online Marketplace,Suburban
1286,353,Fuel,1600.3455918007458,6,Cash,Luxury Goods,Suburban
1287,124,Online Shopping,1089.7055792875096,3,Cash,Luxury Goods,Suburban
1288,32,Ride Sharing,943.4765008885166,24,UPI,Local Vendors,Suburban
1289,69,Fuel,525.1773890990168,2,Net Banking,Local Vendors,Urban
1290,326,Hotel Stay,1666.773284864828,5,Debit Card,Retail Store,Urban
1291,282,Online Shopping,1132.9887300998835,18,Net Banking,Fuel Station,Suburban
1292,457,Groceries,513.2283849536811,21,Debit Card,Fuel Station,Suburban
1293,96,Ride Sharing,999.4872602950371,18,UPI,Supermarket,Suburban
1294,476,Flights,550.1046015405836,28,Debit Card,Retail Store,Urban
1295,184,Electricity,685.3516889713804,9,Debit Card,Online Marketplace,Rural
1296,500,Groceries,428.09650910031144,29,UPI,Luxury Goods,Rural
1297,236,Dining,554.5108993695804,21,UPI,Online Marketplace,Rural
1298,97,Public Transport,665.7475955059483,26,Debit Card,Fuel Station,Urban
1299,132,Hotel Stay,925.246794105918,29,UPI,Supermarket,Urban
1300,472,Electricity,1190.7218344688317,12,Debit Card,Supermarket,Rural
1301,346,Dining,88.55046280735921,19,Cash,Fuel Station,Suburban
1302,122,Hotel Stay,922.593511125062,8,Credit Card,Retail Store,Urban
1303,67,Fuel,225.55620321556438,5,Credit Card,Luxury Goods,Suburban
1304,297,Ride Sharing,136.29622333285397,17,Debit Card,Supermarket,Suburban
1305,491,Public Transport,630.2061722698927,21,Debit Card,Luxury Goods,Suburban
1306,444,Flights,671.632272934699,19,Debit Card,Luxury Goods,Urban
1307,80,Flights,174.7790567476718,15,Net Banking,Online Marketplace,Rural
1308,59,Ride Sharing,1223.2473487425689,1,UPI,Retail Store,Suburban
1309,34,Online Shopping,492.47650857239654,4,Credit Card,Retail Store,Urban
1310,123,Public Transport,522.4898891908521,9,Cash,Retail Store,Rural
1311,356,Electricity,133.50450902095486,14,Cash,Local Vendors,Urban
1312,250,Online Shopping,644.2375921503447,26,UPI,Luxury Goods,Suburban
1313,277,Groceries,1405.1416930039766,20,Net Banking,Luxury Goods,Urban
1314,477,Flights,558.3233230914032,5,Net Banking,Luxury Goods,Urban
1315,397,Ride Sharing,1677.3019485550003,26,Cash,Luxury Goods,Rural
1316,435,Public Transport,1110.2359549391736,23,Net Banking,Retail Store,Suburban
1317,225,Flights,1246.7378806689364,5,UPI,Luxury Goods,Suburban
1318,392,Online Shopping,1361.3279794201458,15,Cash,Luxury Goods,Urban
1319,188,Ride Sharing,1418.9065444676319,9,Credit Card,Retail Store,Suburban
1320,406,Flights,1199.9789139533623,22,Cash,Luxury Goods,Rural
1321,30,Online Shopping,1917.7724376495328,4,Credit Card,Local Vendors,Rural
1322,189,Fuel,191.29187037833032,2,Net Banking,Local Vendors,Suburban
1323,382,Flights,1898.3059534783386,13,Cash,Fuel Station,Rural
1324,225,Fuel,668.8826277743913,27,Cash,Retail Store,Rural
1325,326,Dining,1690.6426343763076,11,Cash,Retail Store,Suburban
1326,274,Hotel Stay,1698.3891043398057,19,Debit Card,Online Marketplace,Urban
1327,436,Ride Sharing,1059.2562964363576,18,Cash,Retail Store,Suburban
1328,226,Groceries,17.39620506260795,18,Net Banking,Local Vendors,Urban
1329,260,Groceries,1111.831903443001,25,Debit Card,Local Vendors,Rural
1330,259,Groceries,862.9098139268493,1,Cash,Fuel Station,Urban
1331,298,Electricity,723.38881715696,24,UPI,Local Vendors,Urban
1332,71,Groceries,294.82129019200147,15,Net Banking,Luxury Goods,Suburban
1333,25,Electricity,595.3555109803926,21,Debit Card,Local Vendors,Suburban
1334,78,Online Shopping,283.50106436693557,23,Credit Card,Local Vendors,Suburban
1335,330,Dining,555.1595732992105,29,Credit Card,Fuel Station,Suburban
1336,216,Fuel,1327.1678356408981,17,Credit Card,Supermarket,Suburban
1337,342,Flights,270.3718181087256,5,Debit Card,Fuel Station,Urban
1338,188,Public Transport,491.2298021533272,22,Cash,Luxury Goods,Urban
1339,111,Flights,513.2038675664686,22,Credit Card,Fuel Station,Rural
1340,492,Groceries,843.1005019367586,28,Net Banking,Local Vendors,Suburban
1341,471,Public Transport,196.76007822112922,10,UPI,Online Marketplace,Suburban
1342,217,Flights,1967.8366817081246,23,UPI,Supermarket,Suburban
1343,96,Flights,1808.4417356662818,11,Debit Card,Supermarket,Rural
1344,177,Online Shopping,145.00976090903316,27,UPI,Retail Store,Suburban
1345,167,Fuel,425.6559687616903,21,Cash,Online Marketplace,Suburban
1346,56,Groceries,1336.168452850385,27,UPI,Fuel Station,Suburban
1347,243,Online Shopping,1152.185857898484,19,Cash,Local Vendors,Urban
1348,298,Groceries,27.290483322418464,23,Debit Card,Supermarket,Urban
1349,157,Dining,1605.117003281978,9,Cash,Online Marketplace,Urban
1350,271,Dining,1027.4977584324713,13,Net Banking,Online Marketplace,Suburban
1351,65,Public Transport,21.710123620915233,7,UPI,Online Marketplace,Suburban
1352,38,Public Transport,992.4180649299386,11,Debit Card,Online Marketplace,Rural
1353,205,Groceries,742.7127642526808,18,Debit Card,Online Marketplace,Rural
1354,309,Ride Sharing,1182.953558267456,16,Net Banking,Retail Store,Suburban
1355,209,Flights,530.3515710824677,21,Net Banking,Online Marketplace,Suburban
1356,336,Electricity,163.7257410676922,6,Cash,Fuel Station,Urban
1357,117,Groceries,706.9538605401676,15,Net Banking,Fuel Station,Rural
1358,200,Online Shopping,1928.3706566586857,22,Net Banking,Retail Store,Rural
1359,236,Flights,906.2349535032973,25,UPI,Local Vendors,Urban
1360,253,Hotel Stay,1045.4398669561726,7,UPI,Supermarket,Suburban
1361,26,Online Shopping,949.945901050358,23,UPI,Local Vendors,Rural
1362,129,Dining,178.95664808413846,17,Debit Card,Online Marketplace,Suburban
1363,324,Public Transport,1390.4829541644642,23,UPI,Supermarket,Urban
1364,263,Flights,1983.014073034589,11,UPI,Supermarket,Urban
1365,93,Online Shopping,1927.0573162105143,9,Debit Card,Fuel Station,Urban
1366,466,Public Transport,813.6689663480528,6,Cash,Retail Store,Suburban
1367,7,Ride Sharing,620.2136079231418,13,Net Banking,Online Marketplace,Rural
1368,288,Flights,603.9801352334989,1,Debit Card,Online Marketplace,Suburban
1369,238,Online Shopping,823.6562138979127,18,Cash,Supermarket,Rural
1370,369,Ride Sharing,353.6297223420731,5,Net Banking,Supermarket,Suburban
1371,239,Public Transport,1477.663641051935,9,Debit Card,Luxury Goods,Urban
1372,309,Online Shopping,829.0871450283286,14,UPI,Online Marketplace,Rural
1373,432,Fuel,1868.4445721565883,17,UPI,Supermarket,Rural
1374,409,Fuel,437.74941023760465,21,Net Banking,Local Vendors,Urban
1375,369,Fuel,1180.8426009445202,10,UPI,Local Vendors,Suburban
1376,330,Hotel Stay,1619.9943556756475,23,Debit Card,Online Marketplace,Suburban
1377,73,Public Transport,837.9336077928622,13,Net Banking,Fuel Station,Urban
1378,15,Online Shopping,603.6363673462944,20,UPI,Local Vendors,Suburban
1379,128,Hotel Stay,767.0894069585445,19,UPI,Local Vendors,Suburban
1380,422,Flights,1936.4019481947532,20,Debit Card,Supermarket,Urban
1381,231,Groceries,842.8658607718043,14,UPI,Local Vendors,Suburban
1382,63,Flights,1070.405611656973,3,Cash,Online Marketplace,Suburban
1383,193,Hotel Stay,549.077071114297,17,Debit Card,Luxury Goods,Urban
1384,190,Fuel,1086.8953157740048,29,Net Banking,Fuel Station,Urban
1385,286,Flights,1260.425524907232,22,Cash,Supermarket,Rural
1386,153,Public Transport,808.5991005013245,6,UPI,Supermarket,Rural
1387,102,Groceries,252.51962125900758,29,Debit Card,Online Marketplace,Suburban
1388,490,Dining,410.9429012482704,19,Cash,Fuel Station,Suburban
1389,143,Online Shopping,963.3212887451114,18,Cash,Retail Store,Urban
1390,60,Public Transport,1306.2128465671233,27,Credit Card,Fuel Station,Rural
1391,423,Ride Sharing,1159.516091958088,6,UPI,Luxury Goods,Suburban
1392,340,Hotel Stay,136.88461121079877,23,Net Banking,Fuel Station,Urban
1393,38,Hotel Stay,1705.1319939463458,19,Credit Card,Supermarket,Rural
1394,39,Hotel Stay,397.400565424493,29,Credit Card,Online Marketplace,Suburban
1395,291,Dining,439.17249939364694,25,Cash,Retail Store,Rural
1396,344,Groceries,340.76060052859617,9,Cash,Online Marketplace,Rural
1397,164,Electricity,1586.4064130821328,10,Net Banking,Local Vendors,Urban
1398,115,Fuel,1474.072086427907,9,Debit Card,Online Marketplace,Urban
1399,104,Groceries,896.7777921851422,27,Credit Card,Supermarket,Rural
1400,36,Public Transport,685.3885521196247,28,Net Banking,Supermarket,Urban
1401,226,Fuel,169.3786961520465,23,UPI,Supermarket,Urban
1402,149,Electricity,1787.9767739624501,6,Net Banking,Online Marketplace,Urban
1403,69,Electricity,953.6238100793721,9,UPI,Luxury Goods,Urban
1404,255,Public Transport,473.36289146022665,15,Net Banking,Supermarket,Urban
1405,121,Ride Sharing,1325.073310436369,7,Net Banking,Luxury Goods,Urban
1406,54,Fuel,1157.85732403892,29,UPI,Fuel Station,Urban
1407,148,Groceries,713.3770842315176,3,Debit Card,Online Marketplace,Urban
1408,109,Online Shopping,1514.2353127382505,5,Debit Card,Local Vendors,Rural
1409,482,Public Transport,270.5228034675299,14,Credit Card,Local Vendors,Urban
1410,256,Groceries,822.9522429211646,17,Debit Card,Fuel Station,Urban
1411,168,Ride Sharing,1990.678055054607,10,Debit Card,Supermarket,Suburban
